id,difficulty,width,height,mines,status,touches,guesses,revealed_count,total_safe_cells,score,method,guess
159,beginner,9,9,10,won,17,0,71,71,17,naive,random
160,beginner,9,9,10,won,27,2,71,71,27,naive,random
161,beginner,9,9,10,won,25,1,71,71,25,naive,random
162,beginner,9,9,10,won,14,1,71,71,14,naive,random
163,beginner,9,9,10,won,24,0,71,71,24,naive,random
164,beginner,9,9,10,won,13,0,71,71,13,naive,random
165,beginner,9,9,10,won,16,0,71,71,16,naive,random
166,beginner,9,9,10,won,16,0,71,71,16,naive,random
167,beginner,9,9,10,won,17,0,71,71,17,naive,random
168,beginner,9,9,10,lost,12,1,63,71,21,naive,random
169,beginner,9,9,10,won,29,0,71,71,29,naive,random
170,beginner,9,9,10,lost,8,1,59,71,21,naive,random
171,beginner,9,9,10,lost,8,1,63,71,17,naive,random
172,beginner,9,9,10,won,24,0,71,71,24,naive,random
173,beginner,9,9,10,won,16,0,71,71,16,naive,random
174,beginner,9,9,10,won,20,0,71,71,20,naive,random
175,beginner,9,9,10,won,17,0,71,71,17,naive,random
176,beginner,9,9,10,won,13,0,71,71,13,naive,random
177,beginner,9,9,10,won,20,0,71,71,20,naive,random
178,beginner,9,9,10,won,26,0,71,71,26,naive,random
179,beginner,9,9,10,won,22,0,71,71,22,naive,random
180,beginner,9,9,10,lost,12,2,70,71,14,naive,random
181,beginner,9,9,10,won,13,0,71,71,13,naive,random
182,beginner,9,9,10,lost,4,1,57,71,19,naive,random
183,beginner,9,9,10,won,23,1,71,71,23,naive,random
184,beginner,9,9,10,won,21,1,71,71,21,naive,random
185,beginner,9,9,10,lost,4,1,56,71,20,naive,random
186,beginner,9,9,10,won,12,0,71,71,12,naive,random
187,beginner,9,9,10,won,15,0,71,71,15,naive,random
188,beginner,9,9,10,won,19,0,71,71,19,naive,random
189,beginner,9,9,10,won,17,0,71,71,17,naive,random
190,beginner,9,9,10,won,9,0,71,71,9,naive,random
191,beginner,9,9,10,won,12,0,71,71,12,naive,random
192,beginner,9,9,10,lost,13,2,67,71,18,naive,random
193,beginner,9,9,10,won,21,0,71,71,21,naive,random
194,beginner,9,9,10,won,17,0,71,71,17,naive,random
195,beginner,9,9,10,won,12,0,71,71,12,naive,random
196,beginner,9,9,10,won,16,0,71,71,16,naive,random
197,beginner,9,9,10,lost,22,1,68,71,26,naive,random
198,beginner,9,9,10,won,26,0,71,71,26,naive,random
199,beginner,9,9,10,won,11,0,71,71,11,naive,random
200,beginner,9,9,10,won,12,0,71,71,12,naive,random
201,beginner,9,9,10,won,21,1,71,71,21,naive,random
202,beginner,9,9,10,won,19,0,71,71,19,naive,random
203,beginner,9,9,10,won,19,0,71,71,19,naive,random
204,beginner,9,9,10,won,23,2,71,71,23,naive,random
205,beginner,9,9,10,won,23,0,71,71,23,naive,random
206,beginner,9,9,10,won,13,0,71,71,13,naive,random
207,beginner,9,9,10,won,20,0,71,71,20,naive,random
208,beginner,9,9,10,won,17,0,71,71,17,naive,random
209,beginner,9,9,10,won,13,0,71,71,13,naive,random
210,beginner,9,9,10,won,13,0,71,71,13,naive,random
211,beginner,9,9,10,won,14,0,71,71,14,naive,random
212,beginner,9,9,10,won,13,0,71,71,13,naive,random
213,beginner,9,9,10,won,25,0,71,71,25,naive,random
214,beginner,9,9,10,won,22,0,71,71,22,naive,random
215,beginner,9,9,10,won,15,1,71,71,15,naive,random
216,beginner,9,9,10,won,9,1,71,71,9,naive,random
217,beginner,9,9,10,won,23,2,71,71,23,naive,random
218,beginner,9,9,10,won,27,3,71,71,27,naive,random
219,beginner,9,9,10,won,13,2,71,71,13,naive,random
220,beginner,9,9,10,won,10,2,71,71,10,naive,random
221,beginner,9,9,10,won,18,0,71,71,18,naive,random
222,beginner,9,9,10,won,16,0,71,71,16,naive,random
223,beginner,9,9,10,lost,5,1,39,71,38,naive,random
224,beginner,9,9,10,won,21,0,71,71,21,naive,random
225,beginner,9,9,10,won,11,0,71,71,11,naive,random
226,beginner,9,9,10,won,22,0,71,71,22,naive,random
227,beginner,9,9,10,won,21,1,71,71,21,naive,random
228,beginner,9,9,10,lost,7,2,63,71,16,naive,random
229,beginner,9,9,10,won,28,2,71,71,28,naive,random
230,beginner,9,9,10,won,28,0,71,71,28,naive,random
231,beginner,9,9,10,won,17,0,71,71,17,naive,random
232,beginner,9,9,10,won,19,0,71,71,19,naive,random
233,beginner,9,9,10,won,19,0,71,71,19,naive,random
234,beginner,9,9,10,won,18,0,71,71,18,naive,random
235,beginner,9,9,10,won,17,0,71,71,17,naive,random
236,beginner,9,9,10,won,15,0,71,71,15,naive,random
237,beginner,9,9,10,lost,15,1,71,71,16,naive,random
238,beginner,9,9,10,won,14,0,71,71,14,naive,random
239,beginner,9,9,10,won,15,0,71,71,15,naive,random
240,beginner,9,9,10,won,20,0,71,71,20,naive,random
241,beginner,9,9,10,won,15,2,71,71,15,naive,random
242,beginner,9,9,10,won,22,0,71,71,22,naive,random
243,beginner,9,9,10,won,17,0,71,71,17,naive,random
244,beginner,9,9,10,won,19,0,71,71,19,naive,random
245,beginner,9,9,10,won,19,2,71,71,19,naive,random
246,beginner,9,9,10,won,20,0,71,71,20,naive,random
247,beginner,9,9,10,won,20,0,71,71,20,naive,random
248,beginner,9,9,10,lost,9,1,68,71,13,naive,random
249,beginner,9,9,10,lost,9,1,66,71,15,naive,random
250,beginner,9,9,10,lost,26,1,69,71,29,naive,random
251,beginner,9,9,10,lost,11,1,70,71,13,naive,random
252,beginner,9,9,10,won,12,0,71,71,12,naive,random
253,beginner,9,9,10,won,11,0,71,71,11,naive,random
254,beginner,9,9,10,won,22,0,71,71,22,naive,random
255,beginner,9,9,10,won,23,0,71,71,23,naive,random
256,beginner,9,9,10,won,17,0,71,71,17,naive,random
257,beginner,9,9,10,won,10,0,71,71,10,naive,random
258,beginner,9,9,10,won,14,0,71,71,14,naive,random
259,beginner,9,9,10,won,27,1,71,71,27,naive,random
260,beginner,9,9,10,won,13,0,71,71,13,naive,random
261,beginner,9,9,10,won,14,1,71,71,14,naive,random
262,beginner,9,9,10,won,12,0,71,71,12,naive,random
263,beginner,9,9,10,won,18,0,71,71,18,naive,random
264,beginner,9,9,10,won,20,1,71,71,20,naive,random
265,beginner,9,9,10,won,23,1,71,71,23,naive,random
266,beginner,9,9,10,won,18,0,71,71,18,naive,random
267,beginner,9,9,10,won,15,0,71,71,15,naive,random
268,beginner,9,9,10,won,18,0,71,71,18,naive,random
269,beginner,9,9,10,won,12,0,71,71,12,naive,random
270,beginner,9,9,10,won,21,0,71,71,21,naive,random
271,beginner,9,9,10,won,17,0,71,71,17,naive,random
272,beginner,9,9,10,lost,24,2,65,71,31,naive,random
273,beginner,9,9,10,lost,9,1,64,71,17,naive,random
274,beginner,9,9,10,won,7,0,71,71,7,naive,random
275,beginner,9,9,10,won,26,0,71,71,26,naive,random
276,beginner,9,9,10,won,14,0,71,71,14,naive,random
277,beginner,9,9,10,won,20,0,71,71,20,naive,random
278,beginner,9,9,10,won,23,0,71,71,23,naive,random
279,beginner,9,9,10,won,23,0,71,71,23,naive,random
280,beginner,9,9,10,won,13,1,71,71,13,naive,random
281,beginner,9,9,10,lost,7,1,67,71,12,naive,random
282,beginner,9,9,10,won,11,0,71,71,11,naive,random
283,beginner,9,9,10,won,18,0,71,71,18,naive,random
284,beginner,9,9,10,won,9,0,71,71,9,naive,random
285,beginner,9,9,10,lost,15,1,67,71,20,naive,random
286,beginner,9,9,10,won,18,0,71,71,18,naive,random
287,beginner,9,9,10,won,12,0,71,71,12,naive,random
288,beginner,9,9,10,lost,8,1,67,71,13,naive,random
289,beginner,9,9,10,won,16,0,71,71,16,naive,random
290,beginner,9,9,10,won,17,0,71,71,17,naive,random
291,beginner,9,9,10,won,14,0,71,71,14,naive,random
292,beginner,9,9,10,won,22,1,71,71,22,naive,random
293,beginner,9,9,10,won,13,0,71,71,13,naive,random
294,beginner,9,9,10,won,17,0,71,71,17,naive,random
295,beginner,9,9,10,won,7,0,71,71,7,naive,random
296,beginner,9,9,10,won,21,0,71,71,21,naive,random
297,beginner,9,9,10,won,11,0,71,71,11,naive,random
298,beginner,9,9,10,won,14,0,71,71,14,naive,random
299,beginner,9,9,10,won,21,0,71,71,21,naive,random
300,beginner,9,9,10,won,9,0,71,71,9,naive,random
301,intermediate,16,16,40,won,77,1,216,216,77,naive,random
302,intermediate,16,16,40,won,100,1,216,216,100,naive,random
303,intermediate,16,16,40,lost,61,1,215,216,63,naive,random
304,intermediate,16,16,40,lost,42,1,179,216,80,naive,random
305,intermediate,16,16,40,won,78,0,216,216,78,naive,random
306,intermediate,16,16,40,lost,4,3,15,216,206,naive,random
307,intermediate,16,16,40,won,72,1,216,216,72,naive,random
308,intermediate,16,16,40,won,77,5,216,216,77,naive,random
309,intermediate,16,16,40,lost,5,4,30,216,192,naive,random
310,intermediate,16,16,40,lost,3,2,17,216,203,naive,random
311,intermediate,16,16,40,lost,70,4,213,216,74,naive,random
312,intermediate,16,16,40,lost,36,1,138,216,115,naive,random
313,intermediate,16,16,40,lost,114,2,216,216,115,naive,random
314,intermediate,16,16,40,won,76,0,216,216,76,naive,random
315,intermediate,16,16,40,won,69,3,216,216,69,naive,random
316,intermediate,16,16,40,won,89,1,216,216,89,naive,random
317,intermediate,16,16,40,lost,95,1,216,216,96,naive,random
318,intermediate,16,16,40,lost,26,1,100,216,143,naive,random
319,intermediate,16,16,40,won,75,0,216,216,75,naive,random
320,intermediate,16,16,40,lost,97,9,213,216,101,naive,random
321,intermediate,16,16,40,lost,83,4,214,216,86,naive,random
322,intermediate,16,16,40,lost,59,1,215,216,61,naive,random
323,intermediate,16,16,40,lost,69,2,205,216,81,naive,random
324,intermediate,16,16,40,lost,3,1,24,216,196,naive,random
325,intermediate,16,16,40,won,79,2,216,216,79,naive,random
326,intermediate,16,16,40,won,74,0,216,216,74,naive,random
327,intermediate,16,16,40,won,71,0,216,216,71,naive,random
328,intermediate,16,16,40,won,84,0,216,216,84,naive,random
329,intermediate,16,16,40,won,84,0,216,216,84,naive,random
330,intermediate,16,16,40,won,66,3,216,216,66,naive,random
331,intermediate,16,16,40,won,91,2,216,216,91,naive,random
332,intermediate,16,16,40,won,86,5,216,216,86,naive,random
333,intermediate,16,16,40,won,88,0,216,216,88,naive,random
334,intermediate,16,16,40,lost,109,2,214,216,112,naive,random
335,intermediate,16,16,40,won,63,1,216,216,63,naive,random
336,intermediate,16,16,40,won,78,0,216,216,78,naive,random
337,intermediate,16,16,40,won,78,3,216,216,78,naive,random
338,intermediate,16,16,40,won,73,0,216,216,73,naive,random
339,intermediate,16,16,40,lost,90,6,216,216,91,naive,random
340,intermediate,16,16,40,won,67,1,216,216,67,naive,random
341,intermediate,16,16,40,lost,61,1,207,216,71,naive,random
342,intermediate,16,16,40,won,65,2,216,216,65,naive,random
343,intermediate,16,16,40,won,67,2,216,216,67,naive,random
344,intermediate,16,16,40,won,83,0,216,216,83,naive,random
345,intermediate,16,16,40,won,83,1,216,216,83,naive,random
346,intermediate,16,16,40,lost,66,4,212,216,71,naive,random
347,intermediate,16,16,40,lost,54,3,208,216,63,naive,random
348,intermediate,16,16,40,won,55,0,216,216,55,naive,random
349,intermediate,16,16,40,won,67,1,216,216,67,naive,random
350,intermediate,16,16,40,won,66,5,216,216,66,naive,random
351,intermediate,16,16,40,lost,63,2,205,216,75,naive,random
352,intermediate,16,16,40,lost,66,2,215,216,68,naive,random
353,intermediate,16,16,40,lost,64,1,200,216,81,naive,random
354,intermediate,16,16,40,won,70,4,216,216,70,naive,random
355,intermediate,16,16,40,lost,73,1,215,216,75,naive,random
356,intermediate,16,16,40,lost,52,1,207,216,62,naive,random
357,intermediate,16,16,40,lost,61,1,199,216,79,naive,random
358,intermediate,16,16,40,won,85,3,216,216,85,naive,random
359,intermediate,16,16,40,won,83,0,216,216,83,naive,random
360,intermediate,16,16,40,lost,75,3,202,216,90,naive,random
361,intermediate,16,16,40,lost,55,1,152,216,120,naive,random
362,intermediate,16,16,40,won,64,1,216,216,64,naive,random
363,intermediate,16,16,40,lost,74,1,215,216,76,naive,random
364,intermediate,16,16,40,lost,2,1,16,216,203,naive,random
365,intermediate,16,16,40,lost,77,3,207,216,87,naive,random
366,intermediate,16,16,40,lost,80,2,216,216,81,naive,random
367,intermediate,16,16,40,lost,65,2,191,216,91,naive,random
368,intermediate,16,16,40,won,70,1,216,216,70,naive,random
369,intermediate,16,16,40,lost,77,10,213,216,81,naive,random
370,intermediate,16,16,40,lost,57,1,181,216,93,naive,random
371,intermediate,16,16,40,lost,61,4,188,216,90,naive,random
372,intermediate,16,16,40,won,87,0,216,216,87,naive,random
373,intermediate,16,16,40,lost,6,4,41,216,182,naive,random
374,intermediate,16,16,40,won,77,2,216,216,77,naive,random
375,intermediate,16,16,40,won,103,0,216,216,103,naive,random
376,intermediate,16,16,40,won,71,0,216,216,71,naive,random
377,intermediate,16,16,40,won,66,1,216,216,66,naive,random
378,intermediate,16,16,40,lost,66,1,211,216,72,naive,random
379,intermediate,16,16,40,won,74,1,216,216,74,naive,random
380,intermediate,16,16,40,lost,75,2,201,216,91,naive,random
381,intermediate,16,16,40,lost,7,5,29,216,195,naive,random
382,intermediate,16,16,40,lost,50,4,201,216,66,naive,random
383,intermediate,16,16,40,won,81,3,216,216,81,naive,random
384,intermediate,16,16,40,won,89,0,216,216,89,naive,random
385,intermediate,16,16,40,lost,41,3,215,216,43,naive,random
386,intermediate,16,16,40,lost,68,2,211,216,74,naive,random
387,intermediate,16,16,40,lost,70,1,205,216,82,naive,random
388,intermediate,16,16,40,lost,83,5,175,216,125,naive,random
389,intermediate,16,16,40,won,76,0,216,216,76,naive,random
390,intermediate,16,16,40,lost,77,2,213,216,81,naive,random
391,intermediate,16,16,40,lost,73,2,215,216,75,naive,random
392,intermediate,16,16,40,won,76,3,216,216,76,naive,random
393,intermediate,16,16,40,won,88,0,216,216,88,naive,random
394,intermediate,16,16,40,won,63,4,216,216,63,naive,random
395,intermediate,16,16,40,won,70,0,216,216,70,naive,random
396,intermediate,16,16,40,lost,69,10,191,216,95,naive,random
397,intermediate,16,16,40,lost,77,3,208,216,86,naive,random
398,intermediate,16,16,40,won,67,1,216,216,67,naive,random
399,intermediate,16,16,40,won,86,1,216,216,86,naive,random
400,intermediate,16,16,40,won,95,0,216,216,95,naive,random
401,intermediate,16,16,40,won,91,0,216,216,91,naive,random
402,intermediate,16,16,40,lost,49,3,212,216,54,naive,random
403,intermediate,16,16,40,won,64,1,216,216,64,naive,random
404,intermediate,16,16,40,won,66,0,216,216,66,naive,random
405,intermediate,16,16,40,won,87,0,216,216,87,naive,random
406,intermediate,16,16,40,won,73,0,216,216,73,naive,random
407,intermediate,16,16,40,lost,50,1,190,216,77,naive,random
408,intermediate,16,16,40,lost,77,2,210,216,84,naive,random
409,intermediate,16,16,40,won,102,1,216,216,102,naive,random
410,intermediate,16,16,40,won,86,0,216,216,86,naive,random
411,intermediate,16,16,40,won,55,0,216,216,55,naive,random
412,intermediate,16,16,40,lost,79,5,216,216,80,naive,random
413,intermediate,16,16,40,won,77,1,216,216,77,naive,random
414,intermediate,16,16,40,won,76,2,216,216,76,naive,random
415,intermediate,16,16,40,won,72,0,216,216,72,naive,random
416,intermediate,16,16,40,lost,2,1,13,216,206,naive,random
417,intermediate,16,16,40,lost,4,3,18,216,203,naive,random
418,intermediate,16,16,40,won,102,1,216,216,102,naive,random
419,intermediate,16,16,40,won,94,0,216,216,94,naive,random
420,intermediate,16,16,40,lost,62,1,213,216,66,naive,random
421,intermediate,16,16,40,lost,68,2,205,216,80,naive,random
422,intermediate,16,16,40,lost,60,1,191,216,86,naive,random
423,intermediate,16,16,40,won,110,0,216,216,110,naive,random
424,intermediate,16,16,40,lost,74,2,201,216,90,naive,random
425,intermediate,16,16,40,lost,53,1,182,216,88,naive,random
426,intermediate,16,16,40,lost,41,9,183,216,75,naive,random
427,intermediate,16,16,40,lost,70,3,215,216,72,naive,random
428,intermediate,16,16,40,lost,64,4,197,216,84,naive,random
429,intermediate,16,16,40,won,85,0,216,216,85,naive,random
430,intermediate,16,16,40,won,85,0,216,216,85,naive,random
431,intermediate,16,16,40,won,72,1,216,216,72,naive,random
432,intermediate,16,16,40,won,78,0,216,216,78,naive,random
433,intermediate,16,16,40,won,76,0,216,216,76,naive,random
434,intermediate,16,16,40,lost,57,1,182,216,92,naive,random
435,intermediate,16,16,40,won,83,2,216,216,83,naive,random
436,intermediate,16,16,40,lost,68,1,212,216,73,naive,random
437,intermediate,16,16,40,lost,60,1,209,216,68,naive,random
438,intermediate,16,16,40,won,84,0,216,216,84,naive,random
439,intermediate,16,16,40,won,89,0,216,216,89,naive,random
440,intermediate,16,16,40,lost,83,7,210,216,90,naive,random
441,intermediate,16,16,40,won,91,0,216,216,91,naive,random
442,intermediate,16,16,40,won,94,6,216,216,94,naive,random
443,intermediate,16,16,40,won,79,4,216,216,79,naive,random
444,intermediate,16,16,40,lost,69,3,202,216,84,naive,random
445,intermediate,16,16,40,lost,69,3,213,216,73,naive,random
446,intermediate,16,16,40,won,104,3,216,216,104,naive,random
447,intermediate,16,16,40,lost,47,1,145,216,119,naive,random
448,intermediate,16,16,40,lost,75,5,213,216,79,naive,random
449,intermediate,16,16,40,won,81,1,216,216,81,naive,random
450,intermediate,16,16,40,lost,13,1,79,216,151,naive,random
451,intermediate,16,16,40,won,71,0,216,216,71,naive,random
452,intermediate,16,16,40,lost,72,1,202,216,87,naive,random
453,intermediate,16,16,40,won,79,0,216,216,79,naive,random
454,intermediate,16,16,40,won,64,0,216,216,64,naive,random
455,intermediate,16,16,40,lost,76,1,212,216,81,naive,random
456,intermediate,16,16,40,won,90,0,216,216,90,naive,random
457,intermediate,16,16,40,won,78,0,216,216,78,naive,random
458,intermediate,16,16,40,lost,59,6,209,216,67,naive,random
459,intermediate,16,16,40,lost,53,3,197,216,73,naive,random
460,intermediate,16,16,40,lost,61,4,186,216,92,naive,random
461,intermediate,16,16,40,won,53,1,216,216,53,naive,random
462,intermediate,16,16,40,won,91,2,216,216,91,naive,random
463,intermediate,16,16,40,won,104,0,216,216,104,naive,random
464,intermediate,16,16,40,lost,71,1,206,216,82,naive,random
465,intermediate,16,16,40,won,88,2,216,216,88,naive,random
466,intermediate,16,16,40,won,57,1,216,216,57,naive,random
467,intermediate,16,16,40,lost,74,1,206,216,85,naive,random
468,intermediate,16,16,40,won,78,1,216,216,78,naive,random
469,intermediate,16,16,40,lost,76,1,216,216,77,naive,random
